cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade
15412139000110;0~@~1;4782201~@~4782202;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM~@~COMERCIO VAREJISTA DE CALCADOS
11395591000160;0;1822999;SERVICOS DE ACABAMENTOS GRAFICOS, EXCETO ENCADERNACAO E PLASTIFICACAO
14646200000120;0~@~1~@~2~@~3;4120400~@~4321500~@~4322301~@~4330404;CONSTRUCAO DE EDIFICIOS~@~INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
14628516000190;0~@~1~@~2~@~3;7420001~@~7420004~@~7990200~@~8230001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA~@~FILMAGEM DE FESTAS E EVENTOS~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS~@~SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE
13019788000120;0~@~1;7020400~@~7830200;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA~@~FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS
14642410000140;0~@~1~@~2~@~3;4751200~@~4752100~@~9511800~@~9512600;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO
14113265000100;0~@~1;3832700~@~4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS~@~RECUPERACAO DE MATERIAIS PLASTICOS
12599956000130;0~@~1~@~2~@~3~@~4;4761003~@~4789007~@~7319002~@~8219901~@~8219999;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA~@~COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO~@~FOTOCOPIAS~@~PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE~@~PROMOCAO DE VENDAS
07466434000120;0~@~1~@~2~@~3;4772500~@~4781400~@~4789001~@~9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
11454185000120;0~@~1~@~2~@~3~@~4;5811500~@~5813100~@~8230001~@~9001901~@~9001999;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE~@~EDICAO DE LIVROS~@~EDICAO DE REVISTAS~@~PRODUCAO TEATRAL~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
02591246000100;0~@~1~@~2;4729601~@~5611201~@~5620103;CANTINAS  SERVICOS DE ALIMENTACAO PRIVATIVOS~@~RESTAURANTES E SIMILARES~@~TABACARIA
02977951000140;0~@~1~@~2~@~3~@~4;4120400~@~4213800~@~4292801~@~4292802~@~4399103;CONSTRUCAO DE EDIFICIOS~@~MONTAGEM DE ESTRUTURAS METALICAS~@~OBRAS DE ALVENARIA~@~OBRAS DE MONTAGEM INDUSTRIAL~@~OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS
07721281000110;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
14764585000120;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
00306597002060;0~@~1;4731800~@~4784900;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES~@~COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP
08570105000350;0;0151201;CRIACAO DE BOVINOS PARA CORTE
15259895000150;0;5612100;SERVICOS AMBULANTES DE ALIMENTACAO
12045897000400;0~@~1~@~2~@~3~@~4;8513900~@~8520100~@~8531700~@~8532500~@~8533300;EDUCACAO SUPERIOR  GRADUACAO~@~EDUCACAO SUPERIOR  GRADUACAO E POSGRADUACAO~@~EDUCACAO SUPERIOR  POSGRADUACAO E EXTENSAO~@~ENSINO FUNDAMENTAL~@~ENSINO MEDIO
01752401000160;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
08464823000260;0~@~1;0151201~@~0151202;CRIACAO DE BOVINOS PARA CORTE~@~CRIACAO DE BOVINOS PARA LEITE
51642882000120;0;9312300;CLUBES SOCIAIS, ESPORTIVOS E SIMILARES
33696220000150;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
35890110000150;0;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
04630937000100;0;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
08828632000150;0~@~1~@~2;4723700~@~5611201~@~5611203;COMERCIO VAREJISTA DE BEBIDAS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~RESTAURANTES E SIMILARES
08075099000100;0~@~1;4743100~@~4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA DE VIDROS
05043819000150;0;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP
05692431000180;0~@~1~@~2~@~3~@~4;6462000~@~7311400~@~7490104~@~8230001~@~9319101;AGENCIAS DE PUBLICIDADE~@~ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS~@~HOLDINGS DE INSTITUICOES NAOFINANCEIRAS~@~PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
10803492000450;0;5822101;EDICAO INTEGRADA A IMPRESSAO DE JORNAIS DIARIOS
66313362000140;0;4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES
15726046000160;0;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES
04328939000130;0;6920601;ATIVIDADES DE CONTABILIDADE
92608702000170;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
12999273000170;0~@~1~@~2;6629100~@~6821801~@~7490199;ATIVIDADES AUXILIARES DOS SEGUROS, DA PREVIDENCIA COMPLEMENTAR E DOS PLANOS DE SAUDE NAO ESPECIFICADAS ANTERIORMENTE~@~CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS~@~OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE
15753822000110;0~@~1~@~2~@~3~@~4;4781400~@~4789099~@~8599699~@~9602501~@~9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
07317730000160;0~@~1~@~2~@~3;4321500~@~4322301~@~4330499~@~4399103;INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~OBRAS DE ALVENARIA~@~OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO
07606772000110;0~@~1~@~2~@~3;4712100~@~4721102~@~4721103~@~4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES~@~COMERCIO VAREJISTA DE LATICINIOS E FRIOS~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
13607003000130;0;4330403;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE
14672169000100;0;4713002;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
14667558000130;0~@~1;4772500~@~9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
01260278000160;0~@~1~@~2~@~3~@~4;4212000~@~4292801~@~4789001~@~5611203~@~9002701;ATIVIDADES DE ARTISTAS PLASTICOS, JORNALISTAS INDEPENDENTES E ESCRITORES~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS~@~CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~MONTAGEM DE ESTRUTURAS METALICAS
10379005000120;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
09382562003480;0;0113000;CULTIVO DE CANADEACUCAR
13092055000110;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
08953255000180;0~@~1;4930202~@~4930204;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO DE MUDANCAS
14788048000110;0~@~1~@~2;4723700~@~5612100~@~5620102;COMERCIO VAREJISTA DE BEBIDAS~@~SERVICOS AMBULANTES DE ALIMENTACAO~@~SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE
14943936000160;0;4520003;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES
14588888000130;0~@~1;5611201~@~5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~RESTAURANTES E SIMILARES
14580966000150;0;4929901;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL
14297588000100;0~@~1~@~2~@~3;4774100~@~4781400~@~4782202~@~9512600;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA~@~COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO
15611503000170;0~@~1~@~2~@~3;0159802~@~4789004~@~8011102~@~9609208;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO~@~CRIACAO DE ANIMAIS DE ESTIMACAO~@~HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS~@~SERVICOS DE ADESTRAMENTO DE CAES DE GUARDA
15302922000120;0~@~1;1610201~@~4930202;SERRARIAS COM DESDOBRAMENTO DE MADEIRA~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
15794496000190;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
13751407000100;0~@~1~@~2~@~3~@~4;5911199~@~7490105~@~8592902~@~8592999~@~9001999;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS~@~ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE~@~ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE~@~ENSINO DE ARTES CENICAS, EXCETO DANCA
87319562000180;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
17022227000130;0~@~1~@~2~@~3~@~4;4729699~@~5611201~@~5611202~@~5611203~@~5612100;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~RESTAURANTES E SIMILARES~@~SERVICOS AMBULANTES DE ALIMENTACAO
73757106002070;0;5223100;ESTACIONAMENTO DE VEICULOS
00845050000170;0;5611201;RESTAURANTES E SIMILARES
10659929000180;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
12675995000170;0;4120400;CONSTRUCAO DE EDIFICIOS
12604222000100;0~@~1~@~2~@~3~@~4;4711302~@~4723700~@~4724500~@~4744001~@~4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA~@~COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS~@~COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS
15371192000110;0~@~1~@~2~@~3~@~4;4321500~@~4322301~@~4330404~@~4330405~@~4399103;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES~@~INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~OBRAS DE ALVENARIA~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
10850179000120;0~@~1~@~2;4751200~@~6319400~@~8599603;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET~@~TREINAMENTO EM INFORMATICA
15945833000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
15958733000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
15965977000110;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
10458986000100;0;4613300;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS
07336231000110;0;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
13836255000130;0;4679602;COMERCIO ATACADISTA DE MARMORES E GRANITOS
07521619000190;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
08904244000100;0~@~1;0151201~@~0151202;CRIACAO DE BOVINOS PARA CORTE~@~CRIACAO DE BOVINOS PARA LEITE
08466258000190;0~@~1~@~2;4753900~@~4789099~@~9521500;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
07157719000180;0~@~1~@~2~@~3~@~4;4712100~@~4721103~@~4721104~@~4722901~@~4723700;COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE CARNES  ACOUGUES~@~COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES~@~COMERCIO VAREJISTA DE LATICINIOS E FRIOS~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
07036294000150;0;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
11625451000130;0~@~1~@~2;8591100~@~8592901~@~8592902;ENSINO DE ARTES CENICAS, EXCETO DANCA~@~ENSINO DE DANCA~@~ENSINO DE ESPORTES
07682976000130;0;9329899;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE
08854395000100;0~@~1;0119999~@~0151201;CRIACAO DE BOVINOS PARA CORTE~@~CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE
10694771000180;0~@~1;4399101~@~7111100;ADMINISTRACAO DE OBRAS~@~SERVICOS DE ARQUITETURA
14728862000140;0~@~1;5611203~@~8230001;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
05778723000130;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
12765414000190;0~@~1;9493600~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
01082057000140;0;4530701;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
01805232000180;0~@~1;4712100~@~4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
15122837000180;0~@~1~@~2;4781400~@~9602501~@~9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
04846255000120;0~@~1;4330499~@~4399103;OBRAS DE ALVENARIA~@~OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO
11872895000170;0~@~1;8610102~@~8621602;ATIVIDADES DE ATENDIMENTO EM PRONTOSOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGENCIAS~@~SERVICOS MOVEIS DE ATENDIMENTO A URGENCIAS, EXCETO POR UTI MOVEL
41128851000100;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
51448454000160;0;7111100;SERVICOS DE ARQUITETURA
13771748000130;0;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
16085274000160;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
16043134000120;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
05883311000160;0~@~1~@~2~@~3~@~4;4755502~@~4755503~@~4781400~@~4782201~@~4782202;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO~@~COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS
01850823000250;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
15542504000100;0;9602501;CABELEIREIROS, MANICURE E PEDICURE
93412476000110;0~@~1~@~2~@~3~@~4;4530701~@~4530706~@~6810202~@~6821802~@~6822600;ALUGUEL DE IMOVEIS PROPRIOS~@~COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~CORRETAGEM NO ALUGUEL DE IMOVEIS~@~GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA~@~REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PECAS E ACESSORIOS NOVOS E USADOS PARA VEICULOS AUTOMOTORES
09084009000100;0~@~1~@~2~@~3~@~4;4110700~@~4120400~@~4211101~@~4311801~@~6810201;COMPRA E VENDA DE IMOVEIS PROPRIOS~@~CONSTRUCAO DE EDIFICIOS~@~CONSTRUCAO DE RODOVIAS E FERROVIAS~@~DEMOLICAO DE EDIFICIOS E OUTRAS ESTRUTURAS~@~INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
10428907000100;0;2330399;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES
47305339000160;0;2950600;RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES
01692896000180;0~@~1~@~2;1811302~@~1813001~@~1813099;IMPRESSAO DE LIVROS, REVISTAS E OUTRAS PUBLICACOES PERIODICAS~@~IMPRESSAO DE MATERIAL PARA OUTROS USOS~@~IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO
13778820000150;0~@~1;5611203~@~5612100;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~SERVICOS AMBULANTES DE ALIMENTACAO
76679745000190;0;4723700;COMERCIO VAREJISTA DE BEBIDAS
13884902000180;0~@~1;8630502~@~8640209;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES~@~SERVICOS DE DIAGNOSTICO POR METODOS OPTICOS  ENDOSCOPIA E OUTROS EXAMES ANALOGOS
08563298000150;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
79415287000170;0~@~1;1412601~@~1412603;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
12072950000100;0~@~1~@~2~@~3~@~4;6202300~@~6204000~@~6311900~@~7020400~@~8230001;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA~@~CONSULTORIA EM TECNOLOGIA DA INFORMACAO~@~DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS~@~TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET
07473450000140;0~@~1~@~2~@~3;4712100~@~5611201~@~5611202~@~5620104;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR~@~RESTAURANTES E SIMILARES
11761331000160;0~@~1~@~2~@~3~@~4;4752100~@~6110803~@~6190601~@~6190699~@~6209100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO~@~OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE~@~PROVEDORES DE ACESSO AS REDES DE COMUNICACOES~@~SERVICOS DE COMUNICACAO MULTIMIDIA  SCM~@~SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO
13073512000120;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
04951761000180;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
10920681000160;0~@~1~@~2~@~3;4753900~@~6022502~@~6110899~@~6399200;ATIVIDADES RELACIONADAS A TELEVISAO POR ASSINATURA, EXCETO PROGRAMADORAS~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE~@~SERVICOS DE TELECOMUNICACOES POR FIO NAO ESPECIFICADOS ANTERIORMENTE
07199379000150;0;4711302;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS
16481403000130;0~@~1;1063500~@~4632003;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FECULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA~@~FABRICACAO DE FARINHA DE MANDIOCA E DERIVADOS
16510193000160;0;4120400;CONSTRUCAO DE EDIFICIOS
05392393000140;0~@~1~@~2~@~3~@~4;4321500~@~4322301~@~4322303~@~4613300~@~7112000;INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS~@~SERVICOS DE ENGENHARIA
43003110000110;0~@~1;7810800~@~7830200;FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS~@~SELECAO E AGENCIAMENTO DE MAODEOBRA
33229428000160;0;5590603;PENSOES ALOJAMENTO
25475393000110;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
16339962000100;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
01685053005700;0;6511101;SOCIEDADE SEGURADORA DE SEGUROS VIDA
83305235005340;0~@~1~@~2~@~3~@~4;4682600~@~4683400~@~4711302~@~4744005~@~4771704;COMERCIO ATACADISTA DE DEFENSIVOS AGRICOLAS, ADUBOS, FERTILIZANTES E CORRETIVOS DO SOLO~@~COMERCIO ATACADISTA DE GAS LIQUEFEITO DE PETROLEO GLP~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS
