cd_cnpj;fl_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica
16977540000160;1;10/9/2012;VAREJAO ESPLANADA EIRELI ME;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;PRACA DOS FERROVIARIOS;44;35501031;ESPLANADA;DIVINOPOLIS;MG;ATIVA;PRIVADO
16990906000130;1;10/10/2012;ADRIANO DA SILVA COSTA GOMES MEI;2135;EMPRESARIO INDIVIDUAL;RUA TEREZINA;661;11619419;CAMBURY;SAO SEBASTIAO;SP;ATIVA;PRIVADO
17003669000130;1;10/9/2012;HIRT TRANSPORTE RODOVIARIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA LUIZ LORENZONI;900;85998000;CENTRO;MERCEDES;PR;ATIVA;PRIVADO
17008743000100;1;10/16/2012;ALZAIR DIAS CARDOZO MEI;2135;EMPRESARIO INDIVIDUAL;RUA BETA;37;30421402;JARDIM AMERICA;BELO HORIZONTE;MG;ATIVA;PRIVADO
17005130000110;1;10/2/2012;SINDICATO DOS TRABALHADORES CARREGADORES E ARRUMADORES NA MOVIMENTACAO DE MERCADORIAS EM GERAL DE CASTILHO;3131;ENTIDADE SINDICAL;RUA OZARIA JUNQUEIRA;691;16920000;CENTRO;CASTILHO;SP;ATIVA;PRIVADO
15141095000130;1;3/5/2012;RODRIGO MENDES DE OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA PARA;1;06530447;JARDIM DIVA FAZENDINHA;SANTANA DE PARNAIBA;SP;ATIVA;PRIVADO
15924067000190;1;7/5/2012;ELEICAO 2012 GILVANEIDE SISNANDO DE OLIVEIRA VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA PADRE CRISTIANO COELHO;284;63190000;CENTRO;SANTANA DO CARIRI;CE;BAIXADA;PRIVADO
00745285000190;1;8/2/1995;SILVIA DE SOUZA ME;2135;EMPRESARIO INDIVIDUAL;RUA JOAQUIM R DE MORAES;176;04823190;VILA RUBI;SAO PAULO;SP;ATIVA;PRIVADO
02363699000180;1;11/21/1997;A LOPES DE SOUZA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA DOUTOR ZANNY;1959;69360000;CENTRO;CARACARAI;RR;ATIVA;PRIVADO
95313391000100;1;12/16/1992;CONDOMINIO EDIFICIO JANAINA;3085;CONDOMINIO EDILICIO;RUA 51;100;88330675;CENTRO;BALNEARIO CAMBORIU;SC;ATIVA;PRIVADO
13935992000190;1;7/7/2011;JOSE AILTON SENA PEREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA DOS GOMES;400;13835000;JARDIM BELA VISTA;CONCHAL;SP;ATIVA;PRIVADO
14780332000140;1;5/17/1971;JOSE CANDIDO NETO;2135;EMPRESARIO INDIVIDUAL;AVENIDA WALTER CALDAS;24;48800000;SEDE;MONTE SANTO;BA;ATIVA;PRIVADO
54903414000150;1;9/18/1985;DATA SERVICE INFORMATICA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ARMANDO SALLES DE OLIVEIRA;1542;13330555;CIDADE NOVA I;INDAIATUBA;SP;ATIVA;PRIVADO
15372526000170;1;4/16/2012;MARIA DAS GRACAS GOMES DE MORAES MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA JOSE DA COSTA PINHEIRO JUNIOR;213;11669000;TRAVESSAO;CARAGUATATUBA;SP;ATIVA;PRIVADO
07794822000130;1;1/12/2006;LIDER ORGANIZACAO HOTELEIRA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA ENGENHEIRO ERMENIO O PENTEADO;SN;13330000;BARROCA FUNDA;INDAIATUBA;SP;ATIVA;PRIVADO
15369629000180;1;3/22/2012;INCLUSIVO CLUBE PARADESPORTIVO;3999;ASSOCIACAO PRIVADA;RUA IRIA RIBEIRO DE SENZI;42;13482605;JARDIM GRAMINHA 3;LIMEIRA;SP;ATIVA;PRIVADO
09243851000130;1;11/8/2007;DROGARIA E PERFUMARIA MORALEJO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PEDRO ESCOBAR;42;04851210;JARDIM ELIANA;SAO PAULO;SP;ATIVA;PRIVADO
08016984000100;1;5/16/2006;ISAIAS CLAUDIO MOIMAS;4120;PRODUTOR RURAL PESSOA FISICA;ESTM BIRIGUI AO BAIRRO CAXIMBA;;16200970;BAIXOTES;BIRIGUI;SP;ATIVA;PRIVADO
15867848000190;1;7/4/2012;MAYRA DIANDRA GIACOMOSSI LOPES MEI;2135;EMPRESARIO INDIVIDUAL;RUA SAO PAULO;642;88200000;UNIVERSITARIO;TIJUCAS;SC;ATIVA;PRIVADO
15985755000160;1;7/5/2012;ELEICAO 2012 ANTONIO SOARES PEREIRA VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA DANIEL FARIAS;SN;46440000;CENTRO;MALHADA;BA;BAIXADA;PRIVADO
09313490000150;1;12/12/2007;JHD COMUNICACAO E MARKETING LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA OLAVO BILAC;51;13339200;PARQUE BOA ESPERANCA;INDAIATUBA;SP;ATIVA;PRIVADO
04767471000180;1;10/15/1980;SUPER PNEUS COMERCIO DE PNEUMATICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA COSTA E SILVA;1507A;69020282;RAIZ;MANAUS;AM;ATIVA;PRIVADO
12365784000130;1;7/29/2010;RNL EXPRESS TRANSPORTES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SOLDADO CRISTOVAO MORAIS GARCIA;67;02187090;PARQUE NOVO MUNDO;SAO PAULO;SP;BAIXADA;PRIVADO
09089497000130;1;9/24/2007;M LUCIA DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;CONJUNTO COMERCIAL ALPHA CENTER RODOVIA DF;140;72595450;SETOR HABITACIONAL TORORO SANTA MARIA;BRASILIA;DF;ATIVA;PRIVADO
07526084000140;1;8/4/2005;ANGELA MARIA DE MACEDO PINTO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA NISSHIMBO DO BRASIL;713;18200815;VILA CUBATAO;ITAPETININGA;SP;BAIXADA;PRIVADO
09336594000180;1;12/17/2007;KP GARCIA ABDO REPRESENTACOES ME;2135;EMPRESARIO INDIVIDUAL;RUA HADDOCK LOBO;1475;01414003;CERQUEIRA CESAR;SAO PAULO;SP;ATIVA;PRIVADO
13714422000170;1;5/26/2011;PRIMO PNEUS RODAS E ACESSORIOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA FRIMISA;1280;33045205;FRIMISA;SANTA LUZIA;MG;ATIVA;PRIVADO
08965566000160;1;7/27/2007;WBERLANDIA BEZERRA NOGUEIRA MAIA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA AUGUSTA CLEMENTINA DE NEGREIROZ;287;62980000;JATOBA;IRACEMA;CE;ATIVA;PRIVADO
09504186000190;1;4/24/2008;JOAOZINHO E MARIA MODA INFANTIL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA VICENTE FERREIRA;10;75555000;CENTRO;VICENTINOPOLIS;GO;ATIVA;PRIVADO
08222299000130;1;8/10/2006;RUBIA FILMES LOCADORA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BARAO DOS AIMORES;181;29830000;RUBIA;NOVA VENECIA;ES;BAIXADA;PRIVADO
09599979000130;1;4/29/2008;IVANILDA ALVES SANTOS ME;2135;EMPRESARIO INDIVIDUAL;;;;;;;BAIXADA;PRIVADO
14047563000140;1;7/8/2009;AUTO POSTO NEMO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA GIOVANNI GRONCHI;3577;05724001;VILA ANDRADE;SAO PAULO;SP;ATIVA;PRIVADO
05520301000160;1;1/22/2003;AZEMEIS 2003 CONFECCOES COMERCIO E REPRESENTACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ARGOS;1201;21660050;GUADALUPE;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
05322346000120;1;8/21/2002;VANUSA NASCIMENTO DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA MARECHAL DEODORO;328;16010301;CENTRO;ARACATUBA;SP;ATIVA;PRIVADO
02840424000190;1;11/5/1998;FIREX COMERCIO E INSTALACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ENGENHEIRO CAETANO ALVARES;3876;02413000;IMIRIM;SAO PAULO;SP;ATIVA;PRIVADO
13955036000170;1;7/15/2011;ALESSANDRO DE MELO MEI;2135;EMPRESARIO INDIVIDUAL;RUA ALVARENGA PEIXOTO;410;36325000;CUIABA;TIRADENTES;MG;ATIVA;PRIVADO
05421498000180;1;12/5/2002;EXPRESS EDITION LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PRIMEIRO DE MARCO;910;93320102;PATRIA NOVA;NOVO HAMBURGO;RS;ATIVA;PRIVADO
13987785000180;1;7/21/2011;ROSSANA A DOURADO RESTAURANTE ME;2135;EMPRESARIO INDIVIDUAL;RUA SEBASTIAO ALVES JUNIOR;5;78600000;CAMPINAS;BARRA DO GARCAS;MT;ATIVA;PRIVADO
03150560000110;1;5/17/1999;JOSILENE SILVA MONTENEGRO ME;2135;EMPRESARIO INDIVIDUAL;RUA PRESIDENTE CASTELO BRANCO;76;58730000;CENTRO;CACIMBA DE AREIA;PB;ATIVA;PRIVADO
13913168000130;1;7/4/2011;CELSO ANTONIO DA MATTA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA ATLANTICA;1430;29216100;PRAIA DO MORRO;GUARAPARI;ES;ATIVA;PRIVADO
06127368000100;1;3/1/2004;LUIS HENRIQUE FAVERO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA SAO PAULO;310;09111970;PARQUE MARAJOARA;SANTO ANDRE;SP;ATIVA;PRIVADO
68033620000160;1;6/10/1992;LIM REPRESENTACOES COMERCIAIS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BARAO DE PARANAPANEMA;146;13026010;BOSQUE;CAMPINAS;SP;ATIVA;PRIVADO
14319212000140;1;9/14/2011;C DE F DE SOUZA VITOR ME;2135;EMPRESARIO INDIVIDUAL;RUA AMANCIO VALADAO;3242;18900000;JARDIM SAO JOAO;SANTA CRUZ DO RIO PARDO;SP;ATIVA;PRIVADO
02434709000120;1;3/19/1998;GIACOMO TEXTIL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ARAGUARI;318;30190110;BARRO PRETO;BELO HORIZONTE;MG;BAIXADA;PRIVADO
01587966000130;1;10/25/1996;EQUILIBRIO DE ENERGIA ESPORTE E LAZER LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA DOS TRES RIOS;1800;22745005;FREGUESIA;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
00631980000120;1;6/1/1995;CONTEL TELEFONES SUMARE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE MARIA MIRANDA;865;13170234;JARDIM SAO CARLOS;SUMARE;SP;BAIXADA;PRIVADO
15124728000100;1;2/6/2012;B R C TECNOLOGIA DA INFORMACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA NOVA INDEPENDENCIA;279;06364570;JARDIM ANA ESTELA;CARAPICUIBA;SP;ATIVA;PRIVADO
00421069000350;0;9/23/1996;PEDROMAR TURISMO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA OVIDIO GREG DE JESUS;169;19904565;JARDIM EUROPA;OURINHOS;SP;ATIVA;PRIVADO
05453640000170;1;12/18/2002;CHICO S BAR E RESTAURANTE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DAS RENDEIRAS;1604;88062400;LAGOA DA CONCEICAO;FLORIANOPOLIS;SC;ATIVA;PRIVADO
15010434000140;1;2/7/2012;MARIA JOSE DA SILVA GOMES MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOSE DA SILVA FRAGA;68;29330000;CENTRO;ITAPEMIRIM;ES;ATIVA;PRIVADO
03255798000100;1;7/5/1999;DILERMANDO SIMOES DANTAS ME;2135;EMPRESARIO INDIVIDUAL;RUA LEONCIO WANDERLEY;187;58701630;CENTRO;PATOS;PB;ATIVA;PRIVADO
60892759000310;0;9/15/1988;REFORMADORA AMERICANA DE PNEUS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA REGIS BITTENCOURT;4207;06793000;BAIRRO DAS OLIVEIRAS;TABOAO DA SERRA;SP;ATIVA;PRIVADO
12509263000100;1;9/10/2010;JOVANE ZILIO FABRIS ME;2135;EMPRESARIO INDIVIDUAL;RUA RIO GRANDE DO SUL;2928;78705154;JARDIM BELO HORIZONTE;RONDONOPOLIS;MT;ATIVA;PRIVADO
15529609000120;1;5/7/2012;ANDREIA FERREIRA DOS SANTOS EXTINTORES ME;2135;EMPRESARIO INDIVIDUAL;RUA RIO SOLIMOES;496;83322150;WEISSOPOLIS;PINHAIS;PR;ATIVA;PRIVADO
15532960000170;1;5/15/2012;SILVANA APARECIDA MARTINS MEI;2135;EMPRESARIO INDIVIDUAL;RUA URCA;90;31360300;URCA;BELO HORIZONTE;MG;ATIVA;PRIVADO
11949136000240;0;6/15/2011;OLDEMAR POMBLUM ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA GETULIO VARGAS;2194;98801570;CENTRO;SANTO ANGELO;RS;ATIVA;PRIVADO
00974808000250;0;4/7/1989;PRIMICIAS INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA JK;250;72940000;CENTRO;ABADIANIA;GO;ATIVA;PRIVADO
16066157000150;1;7/5/2012;ELEICAO 2012 WIRLEN PORTELA ALVAREZ VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA FREI ODORICO VIRGA;140;35040430;VILA RECREIO;GOVERNADOR VALADARES;MG;BAIXADA;PRIVADO
16020317000120;1;7/5/2012;ELEICAO 2012 RIVAL GONCALVES DA SILVA VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;AVENIDA GOIAS;;73860000;JARDIM PRIMAVERA;SAO DOMINGOS;GO;BAIXADA;PRIVADO
12026156000120;1;6/1/2010;LEANDRO DA COSTA FONSECA MEI;2135;EMPRESARIO INDIVIDUAL;RUA MACHADO DE ASSIS;22;28924215;PERO;CABO FRIO;RJ;ATIVA;PRIVADO
15663443000130;1;5/31/2012;ACOUGUE LIBERDADE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SILVESTRE VASCONCELOS CALMON;36;07020001;VILA PEDRO MOREIRA;GUARULHOS;SP;ATIVA;PRIVADO
41437971000180;1;12/9/1991;MARIA DOS REMEDIOS MELO GOIS ME;2135;EMPRESARIO INDIVIDUAL;;;;;;;BAIXADA;PRIVADO
03368152000130;1;8/30/1999;GIGATRON FRANCHISING EIRELI ME;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA LIBERDADE;1503;16200374;JARDIM SAO CRISTOVAO;BIRIGUI;SP;ATIVA;PRIVADO
13754257000180;1;6/3/2011;WILSON TEODORO NOGUEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA ABEL GUIMENEZ;410;79630270;JARDIM DAS OLIVEIRAS;TRES LAGOAS;MS;ATIVA;PRIVADO
13806148000160;1;6/15/2011;OLAVO NASCIMENTO DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA EUCLIDES MOREIRA;44;55398000;CENTRO;JUCATI;PE;ATIVA;PRIVADO
05821726000290;0;6/1/2007;E DE SOUZA BARBOSA CONFECCOES ME;2135;EMPRESARIO INDIVIDUAL;;;;;;;BAIXADA;PRIVADO
10568518000180;1;12/22/2008;MARIA DE FATIMA DA SILVA PRESENTES ME;2135;EMPRESARIO INDIVIDUAL;RUA JACAREZINHO;21;86043010;PARQUE DAS INDUSTRIAS;LONDRINA;PR;ATIVA;PRIVADO
62837737000110;1;6/18/1970;ASSOCIACAO DE FAMILIAS DE ROTARIANOS DE S PAULO;3999;ASSOCIACAO PRIVADA;RUA ALMIRANTE PEREIRA GUIMARAES;247;01250001;PACAEMBU;SAO PAULO;SP;ATIVA;PRIVADO
05600860000180;1;3/17/2003;GUNARA COMERCIO VAREJISTA DE CAMA MESA BANHO E LAN HOUSE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ENETTE DUBARD;825;81470075;TATUQUARA;CURITIBA;PR;ATIVA;PRIVADO
13890078000170;1;6/30/2011;MARIA DA CONCEICAO DA HORA XAVIER MEI;2135;EMPRESARIO INDIVIDUAL;RUA WILSON MOREIRA;SN;45585000;JAPOMERIM;ITAGIBA;BA;BAIXADA;PRIVADO
15665338000130;1;6/1/2012;GMF EMPREENDIMENTOS IMOBILIARIOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JORNALISTA JAIR SILVA;240;30310290;CRUZEIRO;BELO HORIZONTE;MG;ATIVA;PRIVADO
14455776000100;1;8/17/2011;H ALVES DA SILVA PISOS ME;2135;EMPRESARIO INDIVIDUAL;RUA MOACIR SALLES D AVILA;976;06288020;VILA MENK;OSASCO;SP;ATIVA;PRIVADO
50381573000180;1;9/30/1968;ARGEO GRIGORIO ME;2135;EMPRESARIO INDIVIDUAL;RUA RUI BARBOSA;531;14870300;CENTRO;JABOTICABAL;SP;ATIVA;PRIVADO
02710456000170;1;8/24/1998;MARCO AURELIO RODRIGUES BAR ME;2135;EMPRESARIO INDIVIDUAL;PRACA MOREIRA CESAR;SN;13990000;CENTRO;ESPIRITO SANTO DO PINHAL;SP;ATIVA;PRIVADO
13086531000190;1;1/10/2011;NORMA SUELI PEREIRA DOS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA MANOEL SAMORA;94;35180510;BROMELIAS;TIMOTEO;MG;ATIVA;PRIVADO
50916188000190;1;8/10/1982;CARLOS ANTONIO ZUANAZZI ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA SERRA NEGRA LINDOIA;81;13930000;TRES BARRAS;SERRA NEGRA;SP;ATIVA;PRIVADO
09029016000100;1;7/6/2007;V M DE JESUS CONSTRUCOES ME;2135;EMPRESARIO INDIVIDUAL;RUA GENEROSO CLEMENTE DA ROCHA;26;33930450;MARIA HELENA JUSTINOPOLIS;RIBEIRAO DAS NEVES;MG;ATIVA;PRIVADO
41400334000130;1;3/5/1992;MARIA IRISMAR CARVALHO NOGUEIRA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA CENTRAL;557;61901410;CONJUNTO ACARACUZINHO;MARACANAU;CE;ATIVA;PRIVADO
15187502000140;1;3/13/2012;LERICIANA FERREIRA SANTANA MEI;2135;EMPRESARIO INDIVIDUAL;TRAVESSA CAETANO DANTAS;SN;58175000;CENTRO;CUITE;PB;ATIVA;PRIVADO
15189465000100;1;3/13/2012;MARLETE LEMOS SARAIVA DINIZ JUNQUEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR GRANADINO BAPTISTA;35;14057060;PARQUE DAS ANDORINHAS;RIBEIRAO PRETO;SP;ATIVA;PRIVADO
62336276000100;1;2/6/1969;UNIAO DOS SERVIDORES PUBLICOS DO ESTADO DE SAO PAULO;3999;ASSOCIACAO PRIVADA;AVENIDA SAO JOAO;313;01035000;CENTRO;SAO PAULO;SP;ATIVA;PRIVADO
16479387000140;1;7/16/2012;JOSE PAULO FERREIRA RIOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA DIOGENS P SAMPAIO;173;44700000;CATUABA;JACOBINA;BA;ATIVA;PRIVADO
14465160000110;1;9/23/2011;E L V COMERCIAL FREITAS EIRELI ME;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA PROFESSOR GLAUCO LOBO;299;60764220;NOVO MONDUBIM;FORTALEZA;CE;ATIVA;PRIVADO
61860573000180;1;12/28/1989;CELFER INTERMEDIACAO DE NEGOCIOS EPP LTDA;2240;SOCIEDADE SIMPLES LIMITADA;RUA RIO DE JANEIRO;224;01240010;HIGIENOPOLIS;SAO PAULO;SP;ATIVA;PRIVADO
16491982000100;1;7/16/2012;ANDERSON APARECIDO DE PAULA HARADA ME;2135;EMPRESARIO INDIVIDUAL;RUA COSTA BEIRIZ;81;58200000;CENTRO;GUARABIRA;PB;ATIVA;PRIVADO
10664042000180;1;2/26/2009;LABORATORIO DE IMPLANTODONTIA SAO LUCAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA BARAO DO RIO BRANCO;2555;36010010;CENTRO;JUIZ DE FORA;MG;ATIVA;PRIVADO
14067843000110;1;8/4/2011;DAYANNE PEREIRA UEDA MEI;2135;EMPRESARIO INDIVIDUAL;RUA PC RUA LUIZA ROSA BECHELLI;185;11740000;JARDIM SABAUNA;ITANHAEM;SP;ATIVA;PRIVADO
13536554000150;1;3/17/2011;FACIL RH GESTAO DE RECURSOS HUMANOS EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DO HIPODROMO;961;03164140;MOOCA;SAO PAULO;SP;ATIVA;PRIVADO
24518128000100;1;3/22/1991;IGREJA BATISTA DE CIDADE NOVA;3999;ASSOCIACAO PRIVADA;RUA BELA VISTA;1138;59072710;CIDADE NOVA;NATAL;RN;ATIVA;PRIVADO
11214653000190;1;10/13/2009;MAGIA DISTRIBUIDORA DE ALIMENTOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOAO XXIII;446D;89802180;SAIC;CHAPECO;SC;ATIVA;PRIVADO
10481385000100;1;11/18/2008;E F M CAPELLA ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA BR 101;SN;88349175;VARZEA DO RANCHINHO MONTE ALEGRE;CAMBORIU;SC;ATIVA;PRIVADO
12265817000170;1;7/22/2010;JOSE ANTONIO DO NASCIMENTO MEI;2135;EMPRESARIO INDIVIDUAL;RUA CECI;220;60331260;BARRA DO CEARA;FORTALEZA;CE;ATIVA;PRIVADO
14641179000170;1;5/25/1992;ROGERIO ROCHA TEIXEIRA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ITAMBE;202;45065130;PATAGONIA;VITORIA DA CONQUISTA;BA;ATIVA;PRIVADO
09120875000100;1;10/2/2007;AUTOM PROJETOS E SERVICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOS CARCARAS;SN;29187000;ENSEADA DAS GARCAS;FUNDAO;ES;ATIVA;PRIVADO
09323849000170;1;1/21/2008;MOLEKADA INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE RANGEL;260;89113215;BATEIAS;GASPAR;SC;ATIVA;PRIVADO
04861391000190;1;12/17/2001;ALESSANDRO MORAIS MERCEARIA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA QUINZE DE NOVEMBRO;425;08500405;VILA ROMANOPOLIS;FERRAZ DE VASCONCELOS;SP;ATIVA;PRIVADO
10918382000190;1;6/23/2009;HTINFO SERVICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SANTOS BARRETO;35;30170070;SANTO AGOSTINHO;BELO HORIZONTE;MG;BAIXADA;PRIVADO
07852658000170;1;10/27/2005;GALAXY IT CONSULTORIA DE INFORMATICA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARIA JOSE DE OLIVEIRA BUENO;27;06550000;FAZENDA D OUTRO LADO;PIRAPORA DO BOM JESUS;SP;BAIXADA;PRIVADO
03211671000190;1;6/11/1999;WL ESQUADRIAS METALICAS LTDA ME SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA CHAFARIS DE PEDRA;124;08341120;PARQUE BOA ESPERANCA;SAO PAULO;SP;ATIVA;PRIVADO
03989628000150;1;8/9/2000;PANTUFINHA MODA INFANTIL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MARECHAL FLORIANO PEIXOTO;8195;81650000;BOQUEIRAO;CURITIBA;PR;ATIVA;PRIVADO
04672167000150;1;8/17/2001;ART NATO CONFECCOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 44;242;74063300;SETOR NORTE FERROVIARIO;GOIANIA;GO;BAIXADA;PRIVADO
00080800000160;1;5/31/1994;SOLDISBEL DISTRIBUIDORA DE BEBIDAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA LANDULFO CARIBE;413;45206000;JEQUIEZINHO;JEQUIE;BA;ATIVA;PRIVADO
08934789000160;1;5/23/2007;CONSTRUTORA QUEIROZ MARTINS EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA AUGUSTO DOS ANJOS;929;60720605;PARANGABA;FORTALEZA;CE;ATIVA;PRIVADO
10868171000190;1;5/26/2009;ELIO PEDRO BOTTONI ME;2135;EMPRESARIO INDIVIDUAL;RUA GUARATUBA;839;85948000;CENTRO;PATO BRAGADO;PR;ATIVA;PRIVADO
01591490000100;1;11/27/1996;SHOPPING NEUMARKT PARTICIPACOES SA;2054;SOCIEDADE ANONIMA FECHADA;RUA SETE DE SETEMBRO;1213;89010200;CENTRO;BLUMENAU;SC;BAIXADA;PRIVADO
00721169000130;1;7/26/1995;CONFECCOES EMIAKI LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ORIENTE;642;03016000;BRAS;SAO PAULO;SP;BAIXADA;PRIVADO
00897595000120;1;7/9/1984;INDUSTRIA DE MOVEIS E MADEREIRA SANTA MARINA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 67;;74000000;S N FERROVIARIO;GOIANIA;GO;BAIXADA;PRIVADO
00521595000120;1;3/23/1995;FRIGOSCANDIA EQUIPMENT LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DAS AMERICAS;2901;22631002;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
00167377000130;1;8/18/1994;VIDEO CLUBE SYDER LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PROMOTOR GABRIEL PEREZ;275;01000000;SANTO AMARO;SAO PAULO;SP;BAIXADA;PRIVADO
06747078000150;1;7/23/2004;ELEICOES 2004 LUIZ CARLOS MOREIRA VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA NELSON CAVAQUINHOS;76;13054544;DIC V;CAMPINAS;SP;BAIXADA;PRIVADO
05382827000120;1;11/8/2002;SILVER EXPRESS TRANSPORTES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA GENERAL CARNEIRO;2;18043004;VILA LUCY;SOROCABA;SP;BAIXADA;PRIVADO
06782678000150;1;7/23/2004;ELEICOES 2004 CF SANTO ANTONIO DO SUDOESTE PR COMITE FINANC MUN P VEREADOR PSB;3999;ASSOCIACAO PRIVADA;RUA PRINCIPAL;SN;85710000;MARCIANOPOLIS;SANTO ANTONIO DO SUDOESTE;PR;BAIXADA;PRIVADO
00513797000120;1;3/29/1995;N W S REPRESENTACOES COMERCIAIS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA NOSSA SENHORA DE FATIMA;603;88310330;CORDEIROS;ITAJAI;SC;BAIXADA;PRIVADO
